smiles,name,inchikey,standard_deviation_of_teac_molte/mol,homo,lumo,molecular_weight,bde,ip,pde,pa,ete,teac_molte_mol_limpio
C1(O)C(O)=CC=C(C(=O))C=1,"3,4-dihydroxybenzaldehyde",IBGBGRVKPALMCQ-UHFFFAOYSA-N,0.046700540021736535,-9.297,-0.797,138.1226,75.07919,198.167303,132.9482,265.03912,66.07638304,1.3257058691581394
CC1=CC(=O)OC2=C1C=CC(=C2)O,4-methylumbelliferone,HSHNITRMYYLLCV-UHFFFAOYSA-N,,-9.369,-1.006,176.1714,83.08641,198.398,140.7247,257.7749,81.3477930399999,0.058
C1=CC=C2C(=C1)C=CC(=O)O2,coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,,-9.556,-1.189,146.1452,102.4278,202.9399,155.5243,309.9318,48.53231304,0.048
C1=CC(=CC=C1/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O,"(1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione",PREBVFJICNPEKM-YDWXAUTNSA-N,0.010508787,-9.058,-0.949,308.333,84.89101,177.345953039999,163.5814,257.5585,83.3688130399999,0.205213148
COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,curcumine,VFLDPWHFBUODDF-FCXRPNKRSA-N,0.046349616,-8.758,-0.925,368.3854,80.98092,186.0933,150.924,263.0711,73.94612,1.350911842
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O.O,morin,YXOLAZRVSSWPPT-UHFFFAOYSA-N,0.119086401,-8.827,-0.922,302.2398,76.97442,177.7384,155.2723,256.6413,76.36946304,0.985770443
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O,quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,0.037011139,-8.865,-1.211,302.2398,75.77656,182.9514,148.861509999999,253.1015,78.71142,4.290055288
C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.O,catechin,PFTAWBLQPZVEMU-DZGCQCFKSA-N,0.072884458,-9.126,-0.414,290.272,74.7334799999999,190.1827,140.587069999999,251.1084,79.66140304,2.43040287
C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,flavanone,ZONYXWQDUYMKFB-UHFFFAOYSA-N,,-9.357,-0.61,224.2586,71.22246,210.95965304,116.2991,282.3408,44.91794,0.074
C1=CC(=C(C=C1O)Cl)O,chlorohydroquinone,AJPXTSMULZANCB-UHFFFAOYSA-N,0.037445739,-8.979,-0.57,144.5573,77.11106,192.45312304,140.694249999999,268.1874,64.95998,1.412138208
C1=C(C(=CC(=C1Br)O)Br)O,"2,5-dibromohydroquinone",VALXCIRMSIFPFN-UHFFFAOYSA-N,0.123910863,-9.148,-0.907,267.9044,78.6303899999999,195.3129,139.35383,262.6726,71.99415,2.143023558
CC(=O)C1=C(C=CC(=C1)O)O,"2',5'-dihydroxyacetophenone",WLDWSGZHNBANIO-UHFFFAOYSA-N,0.188306572,-9.068,-0.751,152.1494,77.88936,193.0788,140.8469,263.8629,70.06276304,2.680103687
CC1=C(C=CC(=C1)O)O,methylhydroquinone,CNHDIAIOKMXOLK-UHFFFAOYSA-N,0.05697051,-8.652,-0.077,124.139,76.72601,185.2482,147.5141,279.4449,53.31745,1.155465128
C1=CC(=CC=C1O)O,hydroquinone,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,0.021103342,-8.786,-0.21,110.1122,78.1485,189.1581,145.0268,278.5508,55.63406,0.770837638
C1=CC=C(C(=C1)O)S,2-hydroxybenzenethiol,VMKYTRPNOVFCGZ-UHFFFAOYSA-N,0.26934563,-8.42,-0.309,126.1728,77.97787,182.558,151.4562,268.9944,65.01983,0.654740778
C1=CC(=CC=C1O)S,4-hydroxybenzenethiol,BXAVKNRWVKUTLY-UHFFFAOYSA-N,0.040128851,-8.48,-0.397,126.1728,79.44798,183.6249,151.8594,268.9711,66.51315,0.740550268
COC1=C(C=CC(=C1)/C=C/C(=O)O)O,trans-ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,0.049309666,-8.872,-0.886,194.1866,75.11331,186.5927,144.5569,259.5019,71.64768,0.784166488
C1C(/C=C/CO)=CC2C(CO)C(C3C=CC(O)=C(OC)C=3)OC=2C=1OC,"4-[3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenol",KUSXBOZNRPQEON-ONEGZZNKSA-N,0.033395633,-8.348,-0.05,358.3902,65.98082,167.975433039999,154.0417,262.9786,59.03852,0.245976608
COC1=C(C=C(C=C1)/C=C/C(=O)O)O,(E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid,QURCVMIEKCOAJU-HWKANZROSA-N,0.014127538,-8.991,-0.9,194.1866,79.28495,189.3123,146.009,272.65088,62.6703830399999,0.138906137
Oc1ccc(CCC(O)=O)cc1OC,3-(4-hydroxy-3-methoxyphenyl)propanoic acid,BOLQJTPHPSDZHR-UHFFFAOYSA-N,0.039871903,-8.663,0.148,196.2024,75.55053,181.5092,150.0776,276.456069999999,55.13077304,0.681144055
Oc1ccc(/C=C/C(OCC)=O)cc1OC,ethyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,ATJVZXXHKSYELS-FNORWQNLSA-N,0.038642698,-8.756,-0.742,222.2402,74.69962,183.7554,146.9806,261.92488,68.81105,0.485056452
Oc1ccc(CCC(OCC)=O)cc1OC,ethyl 3-(4-hydroxy-3-methoxyphenyl)propanoate,XFJQZDADXNOFTQ-UHFFFAOYSA-N,0.047023539,-8.642,0.164,224.256,75.81539,180.3699,151.4818,280.2694,51.58234304,0.979039438
Oc1ccc(/C=C/CO)cc1OC,4-[(E)-3-hydroxyprop-1-enyl]-2-methoxyphenol,JMFRWRFFLBVWSI-NSCUHMNNSA-N,0.015184582,-8.553,-0.193,180.203,65.35862,178.80122304,142.5937,269.8616,51.53331,0.503243185
Oc1ccc(CCCO)cc1OC,4-(3-hydroxypropyl)-2-methoxyphenol,MWOMNLDJNQWJMK-UHFFFAOYSA-N,0.017055528,-8.692,0.073,182.2188,74.47816,183.28636304,147.2281,280.3156,50.19883304,1.034893829
O=C1C(OC)=CC2(CCCO2)C=C1,"7-methoxy-1-oxaspiro[4.5]deca-6,9-dien-8-one",AJMYHEKUGJYTQW-UHFFFAOYSA-N,,-9.302,-0.792,180.203,75.88038,194.4396,137.4771,254.4432,77.47354304,0.059
Oc1c(OC)cc(/C=C/C(O)=O)cc1OC,"(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid",PCMORTLOPMLEFB-ONEGZZNKSA-N,0.07094564,-8.698,-0.887,224.2128,73.2608799999999,180.5923,148.7049,262.1313,67.16592,1.221970877
Oc1c(OC)cc(CCC(O)=O)cc1OC,"3-(4-hydroxy-3,5-dimethoxyphenyl)propanoic acid",BPPVOXVSMSXBEI-UHFFFAOYSA-N,0.067934918,-8.538,0.106,226.2286,73.78276,177.4423,152.376769999999,272.1196,57.6994530399999,1.494602033
O=C(OCC)/C=C/c1cc(OC)c(O)c(OC)c1,"ethyl (E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate",DMQNLOWHFHPWEA-AATRIKPKSA-N,0.013088809,-8.606,-0.716,252.2664,73.17406,178.196233039999,151.0141,264.3486,64.86175,1.196482863
O=C(OCC)CCc1cc(OC)c(O)c(OC)c1,"ethyl 3-(4-hydroxy-3,5-dimethoxyphenyl)propanoate",YRLOMFFWKXTKBV-UHFFFAOYSA-N,0.089742177,-8.392,0.287,254.2822,73.42528,172.8918,156.5698,275.0737,54.38793304,1.751533957
OC/C=C/c1cc(OC)c(O)c(OC)c1,"4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol",LZFOPEXOUVTGJS-ONEGZZNKSA-N,0.029497024,-8.411,-0.154,210.2292,67.9186499999999,173.6185,150.3364,268.8904,55.0645830399999,0.818280639
OCCCc1cc(OC)c(O)c(OC)c1,"4-(3-hydroxypropyl)-2,6-dimethoxyphenol",PHOPGVYKZWPIGA-UHFFFAOYSA-N,0.041013154,-8.414,0.232,212.245,73.62728,170.141,159.5226,275.2087,54.45487,1.185688731
O=C1C(OC)=CC2(CCCO2)C=C1OC,"7,9-dimethoxy-1-oxaspiro[4.5]deca-6,9-dien-8-one",MAKBXNYRXXDXCU-UHFFFAOYSA-N,,-9.307,-0.861,210.2292,75.62189,194.0565,137.601729999999,253.3738,78.28442,0.069
C1C(O)=CC=C(/C=C/CO)C=1,4-[(E)-3-hydroxyprop-1-enyl]phenol,PTNLHDGQWUGONS-OWOJBTEDSA-N,0.006645055,-8.941,-0.188,150.1768,65.97603,186.8378,135.1746,268.9284,53.08392,0.073832992
C1=CC(=C(C=C1/C=C/C(=O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",QAIPRVGONGVQAS-DUXPYHPUSA-N,0.070163188,-9.143,-1.017,180.1598,75.44232,201.8156,129.662999999999,255.0503,76.42834,1.138115193
C1(O)C(O)=CC=C(/C=C/C(=O)OCC)C=1,"ethyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",WDKYDMULARNCIS-GQCTYLIASA-N,0.21906351,-9.037,-0.85,208.2134,76.5331899999999,190.6832,141.8863,264.2789,68.2906130399999,2.976477774
C1(O)C(O)=CC=C(CCC(=O)OCC)C=1,"ethyl 3-(3,4-dihydroxyphenyl)propanoate",MHJZKZOOQLSKTN-UHFFFAOYSA-N,0.013871335,-8.811,0.009,210.2292,74.74328,182.6648,148.1148,271.3912,59.3884130399999,2.140374534
C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,gamma-oryzanol,FODTZLFLDFKIQH-FSVGXZBPSA-N,,-8.854,-0.682,602.8958,70.70603,184.8067,141.9356,264.5148,62.22750304,0.198
C1C(O)=CC=C(/C=C/C(=O)OCC)C=1,ethyl (E)-3-(4-hydroxyphenyl)prop-2-enoate,ZOQCEVXVQCPESC-VMPITWQZSA-N,,-9.232,-0.774,192.214,79.60003,194.7706,140.8658,261.2887,74.34764304,0.063
C1C(O)=CC=C(CCC(=O)OCC)C=1,ethyl 3-(4-hydroxyphenyl)propanoate,UFMFPPAZUJDUMY-UHFFFAOYSA-N,,-9.128,-0.04,194.2298,75.80521,193.87304304,137.9685,275.06762,56.7739030399999,0.064
C1C(O)=CC=C(CCCO)C=1,4-(3-hydroxypropyl)phenol,NJCVPQRHRKYSAZ-UHFFFAOYSA-N,,-9.124,-0.095,152.1926,75.02729,187.6747,143.389,275.4865,55.57714,0.05
COC1=CC=CC=C1O,guaiacol,LHGVFZTZFXWLCP-UHFFFAOYSA-N,0.034512595,-8.764,0.115,124.139,78.45786,186.67,147.824129999999,282.4694,52.02477,0.333758919
CCOCC1=CC(=C(C=C1)O)OC,4-(ethoxymethyl)-2-methoxyphenol,KOCVACNWDMSLBM-UHFFFAOYSA-N,0.065667199,-8.549,0.124,182.2188,71.41585,179.514973039999,147.9372,276.3029,51.14928304,0.446068754
CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,capsaicin,YKPUWZUDDOIDPM-SOFGYWHQSA-N,0.020507441,-8.68,0.155,305.4162,67.97405,180.6154,143.395,270.3633,53.64702304,0.512686139
CC(=O)CCC1=CC(=C(C=C1)O)OC,4-(4-hydroxy-3-methoxyphenyl)butan-2-one,OJYLAHXKWMRDGS-UHFFFAOYSA-N,0.080665335,-8.71,0.06,194.2298,74.60845,178.5604,152.084349999999,277.4044,53.24032304,1.055604676
CCCC1=CC(=C(C=C1)O)OC,2-methoxy-4-propylphenol,PXIKRTCSSLJURC-UHFFFAOYSA-N,0.077590322,-8.568,0.193,166.2194,74.60958,180.8817,149.764179999999,283.174,47.47191,1.255547252
COC1=C(C(=CC=C1)OC)O,"2,6-dimethoxyphenol",KLIDCXVFHGNTTM-UHFFFAOYSA-N,0.053278404,-8.474,0.267,154.1652,73.87063,177.86300304,152.043939999999,276.2531,53.6538,0.615989816
CC(C)(C)C1=C(C=CC(=C1)OC)O,3-tert-butyl-4-hydroxyanisole,MRBKEAMVRSLQPH-UHFFFAOYSA-N,0.077777066,-8.391,0.105,180.2462,75.5863299999999,176.9314,154.6912,278.3595,53.26319,1.040011779
CC1=CC(=C(C=C1)O)OC,2-methoxy-4-methylphenol,PETRWTHZSKVLRE-UHFFFAOYSA-N,0.060769582,-8.441,0.185,138.1658,74.32919,178.51844304,151.8471,281.1948,49.17069,0.813453168
C/C=C/C1=CC(=C(C=C1)O)OC,isoeugenol,BJIOGJUNALELMI-ONEGZZNKSA-N,0.041654957,-8.481,0.032,164.2036,75.14714,177.40141304,153.782,278.6907,52.49273304,0.506426157
COC1=C(C=CC(=C1)CC=C)O,eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,0.09280055,-8.619,0.162,164.2036,72.2258899999999,181.5979,146.664349999999,282.5335,45.72869,0.857371532
COC1=CC=C(C=C1)O,p-methoxyphenol,NWVVVBRKAWDGAB-UHFFFAOYSA-N,0.056112653,-8.587,-0.052,124.139,77.55506,183.7457,149.8457,280.509,53.08239,0.649637603
COC1=CC(=CC(=C1O)OC)C=O,syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,0.051371889,-8.792,-0.658,182.1756,71.81477,183.9518,143.8993,269.6316,58.21951,0.062690011
CCC1=CC(=C(C=C1)O)OC,4-ethyl-2-methoxyphenol,CHWNEIVBYREQRF-UHFFFAOYSA-N,0.040278074,-8.441,0.195,152.1926,74.17486,178.2416,151.9696,280.6447,49.5665,1.118424518
COC1=C(C=CC(=C1)C=O)O,vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,,-8.95,-0.662,152.1494,75.0722,189.4214,141.6871,264.0436,67.06492304,0.05
COC1=CC=CC(=C1)O,3-methoxyphenol,ASHGTJPOSUFTGB-UHFFFAOYSA-N,,-8.921,0.133,124.139,82.64826,189.7076,148.977,276.0246,62.66001,0.041
CC(=O)C1=CC(=C(C=C1)O)OC,4'-hydroxy-3'-methoxyacetophenone,DFYRUELUNQRZTB-UHFFFAOYSA-N,,-8.893,-0.55,166.1762,76.30469,187.5843,144.7567,265.1417,67.19928,0.055
C1=CC=C2C(=C1)C=C(C=C2O)O,"1,3-dihydroxynaphthalene",XOOMNEFVDUTJPP-UHFFFAOYSA-N,0.046619273,-8.635,-0.665,160.172,75.5839399999999,182.7437,148.8766,264.0456,67.57461,2.687464185
C1=CC2=C(C=C(C=C2)O)C(=C1)O,"1,7-dihydroxynaphthalene",ZUVBIBLYOCVYJU-UHFFFAOYSA-N,0.013722973,-8.56,-0.744,160.172,74.73041,182.3874,148.3794,269.0498,61.7169030399999,1.678994567
C1=CC(=CC2=C1C=CC(=C2)O)O,"2,7-dihydroxynaphthalene",DFQICHCWIIJABH-UHFFFAOYSA-N,0.036117088,-8.887,-0.687,160.172,80.49901,189.13067304,147.404649999999,269.5975,66.93783,1.517122087
C1=CC=C2C=C(C=CC2=C1)O,2-naphthol,JWAZRIHNYRIHIV-UHFFFAOYSA-N,0.10250301,-8.752,-0.648,144.1726,79.28039,187.3794,147.9373,272.311579999999,63.00512,1.062164331
C1=CC2=C(C=CC(=C2)O)C(=C1)O,"1,6-dihydroxynaphthalene",FZZQNEVOYIYFPF-UHFFFAOYSA-N,0.05149635,-8.691,-0.698,160.172,75.3023,184.3704,146.968199999999,266.533,64.80561,1.379384259
C1=CC=C2C(=C1)C=CC(=C2O)O,"1,2-dihydroxynaphthalene",NXPPAOGUKPJVDI-UHFFFAOYSA-N,0.036994453,-8.344,-0.694,160.172,68.2112399999999,176.9667,147.2809,265.70059,58.54696,0.169486794
C1=CC=C2C(=C1)C(=CC=C2O)O,"1,4-dihydroxynaphthalene",PCILLCXFKWDRMK-UHFFFAOYSA-N,0.026451938,-8.354,-0.721,160.172,70.2592799999999,177.3679,148.9277,269.8077,56.4878630399999,0.073214026
