fragmentos_fenol,fragmentos_ar_oh,NroAnilloAromatico,NroAnilloNoAromatico,TPSA,donadores_puente_hidrogeno,aceptores_puente_hidrogeno,MolLogP,enlaces_rotables,fraccion_carbono_sp3,conteo_atomos_pesados,refractividad_molar,alfa_hall_kier,carga_parcial_maxima,carga_parcial_minima,carga_parcial_abs_maxima,carga_parcial_abs_minima,kappa_1,kappa_3,chi_0v,chi_2v,chi_4v,coeficiente_qed,num_catecoles,num_resorcinoles,num_hidroquinonas,oh_vecino_a_metoxi
3,3,1,0,123.69,3,3,-0.8459999999999999,0,0.0,11,38.664,-1.46,0.1224526224117038,-0.5076795477874951,0.5076795477874951,0.1224526224117038,12.238309282412454,3.2880025492476475,5.573691594068752,1.7076093711337028,0.5795469054258293,0.4599283040837247,0,3,0,0
2,2,2,0,40.46,2,2,3.3816400000000018,1,0.14285714285714285,16,64.68160000000003,-1.9599999999999997,0.1230575598648937,-0.5073087179917599,0.5073087179917599,0.1230575598648937,10.554231552738797,1.8664167146587007,9.358528806137672,4.041206764255644,1.7312245800481012,0.7635489315071862,0,0,0,0
2,2,2,0,58.92,2,4,4.687000000000006,7,0.4,24,96.30160000000006,-2.3600000000000003,0.16532143553348702,-0.5038247093987568,0.5038247093987568,0.16532143553348702,17.985553072207168,3.5831403172864222,14.848751973432337,5.888493878826393,2.917638018839141,0.7732075302184226,0,0,0,0
2,2,2,0,40.46,2,2,5.4500000000000055,7,0.4,22,92.43160000000005,-1.9599999999999997,0.12305791547241397,-0.507308715050614,0.507308715050614,0.12305791547241397,16.411192297127325,4.032795032280078,13.60116949325696,5.910109587990667,2.670663969237521,0.7132177849786785,0,0,0,0
2,2,2,0,40.46,2,2,7.010400000000007,11,0.5,26,110.89960000000006,-1.9599999999999997,0.1230579154724334,-0.507308715050614,0.507308715050614,0.1230579154724334,20.35310924884402,6.085761431375817,16.42959661800315,7.324323150363762,3.4206639692375203,0.42598917119444685,0,0,0,0
2,2,2,0,40.46,2,2,2.764800000000001,1,0.0,14,55.20760000000003,-1.9599999999999995,0.1230375652767987,-0.5073090697396843,0.5073090697396843,0.1230375652767987,8.62997327712748,1.4197165567094225,7.513229344516924,3.034298116867748,1.4027945927672167,0.7184688940221797,0,0,0,0
2,2,2,0,40.46,2,2,5.359800000000006,1,0.4,22,92.60760000000005,-1.9599999999999997,0.12305862684415678,-0.5073087091253995,0.5073087091253995,0.12305862684415678,16.411192297127325,3.267289194322161,14.358528806137674,7.963856495066019,2.4365663813095813,0.7437263179385578,0,0,0,0
0,0,2,0,61.82,0,6,-1.0293,0,0.375,14,51.19600000000001,-1.85,0.3317034326359889,-0.3278634660994821,0.3317034326359889,0.3278634660994821,8.73523326923911,0.8757741627139433,8.182701232117184,3.233448965575619,1.471179885323762,0.5384628262372215,0,0,0,0
2,2,1,0,40.46,2,2,1.0977999999999994,0,0.0,8,29.771599999999992,-1.18,0.15688318072542773,-0.5042601246702529,0.5042601246702529,0.15688318072542773,4.966627565982405,0.7293748574130688,4.20382826775842,1.4887143348850373,0.4641630966733666,0.49072766890152064,1,0,0,0
2,2,1,0,40.46,2,2,1.4062199999999998,0,0.14285714285714285,9,34.508599999999994,-1.18,0.1571515797649047,-0.5042598950511764,0.5042598950511764,0.1571515797649047,5.947877237851663,1.1340794947334671,5.126477998568794,1.9921686585789857,0.633467666809618,0.5131220403965512,1,0,0,0
2,2,1,0,40.46,2,2,2.050300000000001,2,0.3333333333333333,11,43.766600000000025,-1.1800000000000002,0.15716218118120912,-0.5042598931348595,0.5042598931348595,0.15716218118120912,7.921832993890022,1.8678453998590374,6.540691560941889,2.5730666798532233,1.0131932268332664,0.6365511553701243,1,0,0,0
