fragmentos_fenol,fragmentos_ar_oh,NroAnilloAromatico,NroAnilloNoAromatico,TPSA,donadores_puente_hidrogeno,aceptores_puente_hidrogeno,MolLogP,enlaces_rotables,fraccion_carbono_sp3,conteo_atomos_pesados,refractividad_molar,alfa_hall_kier,carga_parcial_maxima,carga_parcial_minima,carga_parcial_abs_maxima,carga_parcial_abs_minima,kappa_1,kappa_3,chi_0v,chi_2v,chi_4v,coeficiente_qed,num_catecoles,num_resorcinoles,num_hidroquinonas,oh_vecino_a_metoxi
1,1,1,0,46.53,1,3,1.6033999999999997,2,0.2222222222222222,12,44.66330000000003,-1.51,0.16069995325019049,-0.5042543208289495,0.5042543208289495,0.16069995325019049,8.585328884652048,1.5570110928371719,6.995760983996562,2.442814246129155,0.8966157179852197,0.6786166527324063,0,0,0,0
2,2,2,0,40.46,2,2,2.2510000000000012,0,0.0,12,47.27760000000002,-1.6999999999999997,0.12658706959189592,-0.5077998109786056,0.5077998109786056,0.12658706959189592,6.97663873443496,0.9749101809605679,6.358528806137672,2.6860315507039947,1.2749518427489743,0.6201010705740534,0,1,0,0
2,2,2,0,40.46,2,2,2.251000000000001,0,0.0,12,47.27760000000002,-1.7,0.12303632219598787,-0.5079411072001581,0.5079411072001581,0.12303632219598787,6.97663873443496,0.9749101809605679,6.358528806137672,2.682577227010046,1.2441324003448302,0.6201010705740534,0,0,0,0
2,2,2,0,40.46,2,2,2.2510000000000012,0,0.0,12,47.27760000000002,-1.6999999999999997,0.1157188121740737,-0.5079435058672488,0.5079435058672488,0.1157188121740737,6.97663873443496,1.0733262151471767,6.358528806137672,2.715756516612095,1.221526745681958,0.6201010705740534,0,0,0,0
1,1,2,0,20.23,1,1,2.545400000000001,0,0.0,11,45.61280000000003,-1.4999999999999998,0.11571652460771858,-0.507943524733119,0.507943524733119,0.11571652460771858,6.22562358276644,1.0493060628195763,5.98866547982734,2.5314535723606113,1.176717696534928,0.6020160700037417,0,0,0,0
2,2,2,0,40.46,2,2,2.251,0,0.0,12,47.27760000000002,-1.7,0.12290332422904304,-0.5079434868022065,0.5079434868022065,0.12290332422904304,6.97663873443496,0.9749101809605679,6.358528806137672,2.682577227010046,1.2539846807242354,0.6201010705740534,0,0,0,0
2,2,2,0,40.46,2,2,2.2510000000000003,0,0.0,12,47.27760000000002,-1.6999999999999997,0.16491740251598624,-0.5042440033125839,0.5042440033125839,0.16491740251598624,6.97663873443496,0.8894347362705868,6.358528806137672,2.6544309907786663,1.243621076070617,0.5800799709220194,1,0,0,0
2,2,2,0,40.46,2,2,2.2510000000000003,0,0.0,12,47.27760000000002,-1.6999999999999997,0.12317351368788,-0.5073066819075057,0.5073066819075057,0.12317351368788,6.97663873443496,0.8894347362705868,6.358528806137672,2.6493979374079966,1.267261072792107,0.5800799709220194,0,0,1,0
2,2,2,0,40.46,2,2,2.251,0,0.0,12,47.27760000000002,-1.7,0.11571657832782721,-0.5079435245205395,0.5079435245205395,0.11571657832782721,6.97663873443496,1.0733262151471767,6.358528806137672,2.715756516612095,1.2205295683246735,0.6201010705740534,0,0,0,0
2,2,2,0,40.46,2,2,2.2510000000000012,0,0.0,12,47.27760000000003,-1.6999999999999997,0.15753455989765972,-0.5042450081853268,0.5042450081853268,0.15753455989765972,6.97663873443496,0.9749101809605679,6.358528806137672,2.68807307200281,1.2162595627875834,0.5800799709220194,1,0,0,0
2,2,2,0,77.76,3,3,1.9491999999999994,1,0.0,15,54.23690000000001,-2.23,0.33913478415820614,-0.5072791797239516,0.5072791797239516,0.33913478415820614,9.32987751888189,1.3573313077517577,7.636640422911867,3.1425962570793686,1.503911292382625,0.6201737121939319,0,0,1,0
1,1,2,0,29.46,1,2,2.5540000000000007,1,0.09090909090909091,13,52.16480000000003,-1.7,0.12645512696500916,-0.5073066799121109,0.5073066799121109,0.12645512696500916,7.92396721528191,1.2016579450964455,7.319563501101578,2.8325324417050823,1.4335174282032188,0.7194777002840899,0,0,0,0
1,1,2,0,57.53,2,2,2.243599999999999,1,0.0,14,52.57210000000001,-2.03,0.33520102160450005,-0.5079435246993826,0.5079435246993826,0.33520102160450005,8.563029760273544,1.3961882421863379,7.266777096601535,3.05138532586823,1.36616296727879,0.7210687315318407,0,0,0,0
2,2,3,0,66.76,2,4,3.470200000000002,2,0.0,21,78.67810000000004,-3.0099999999999993,0.3469775645211719,-0.5072791768681716,0.5072791768681716,0.3469775645211719,12.995480228858804,2.387227651499022,10.984426463823903,4.540015773437259,2.1470386531766255,0.42830345041482293,0,0,1,0
1,1,2,0,37.3,1,2,2.7480000000000016,1,0.08333333333333333,14,55.61730000000003,-1.8299999999999998,0.1630377563981482,-0.5065419181799259,0.5065419181799259,0.1630377563981482,8.754379606904395,1.2486829420930048,7.819563501101578,3.2390519321753994,1.539221639025686,0.6950891608665966,0,0,0,0
1,1,3,0,46.53,1,3,3.764600000000002,2,0.0,20,77.01330000000003,-2.809999999999999,0.3468363481990835,-0.5063953582711939,0.5063953582711939,0.3468363481990835,12.23544093091737,2.2114147809396623,10.61456313751357,4.3854377950938765,2.0703975863085504,0.5658834329489506,0,0,0,0
1,1,2,0,57.53,2,2,2.2436000000000003,1,0.0,14,52.57210000000001,-2.03,0.3389921765887413,-0.5070293224215379,0.5070293224215379,0.3389921765887413,8.563029760273544,1.2865982599223198,7.266777096601535,3.0216603599601295,1.3995745518062177,0.7210687315318407,0,0,0,0
1,1,1,0,84.86,2,5,2.0010000000000003,4,0.4666666666666667,21,76.98450000000004,-2.24,0.407881616070311,-0.5079666451554681,0.5079666451554681,0.407881616070311,16.813304904051172,6.1600348555839295,12.67406488449009,5.5925464763394395,1.6530965772502155,0.8298916510969441,0,0,0,0
1,1,1,0,20.23,1,1,2.8240200000000013,1,0.4,11,46.93280000000003,-0.98,0.1187890206084793,-0.5076548360000178,0.5076548360000178,0.1187890206084793,8.119800399201598,1.7320313091781339,7.256614672258462,3.2169705871737406,1.1419203963354847,0.652274035834769,0,0,0,0
1,1,1,0,20.23,1,1,4.549600000000004,1,0.625,17,74.88480000000006,-0.98,0.12254084564475641,-0.507340691974384,0.507340691974384,0.12254084564475641,14.082421972534332,3.023410276712132,12.309020915065757,6.893100549258222,2.0418084787152484,0.7555008014361783,0,0,0,0
1,1,1,0,20.23,1,1,3.9872000000000036,0,0.5714285714285714,15,65.50680000000004,-0.98,0.12252070363611388,-0.5073410447736736,0.5073410447736736,0.12252070363611388,12.091326676176887,2.525803510668683,10.679264403068837,6.2017404900028135,1.753927191686009,0.6802500634680616,0,0,0,0
1,1,1,0,29.46,1,2,1.7908999999999997,2,0.25,10,39.27580000000001,-1.1800000000000002,0.11904043580408702,-0.5079622349322614,0.5079622349322614,0.11904043580408702,6.933378684807257,1.6534664639645444,5.871969743908872,1.9269138520348967,0.7090298933665612,0.6746841995353571,0,0,0,0
1,1,1,0,20.23,1,1,4.295620000000003,0,0.6,16,70.24380000000005,-0.98,0.1225404948051055,-0.5073406948944928,0.5073406948944928,0.1225404948051055,13.086577896138483,2.5766132168457063,11.601914133879209,6.708649137390711,1.9222353228461981,0.6909972184662642,0,0,0,0
1,1,1,0,20.23,1,1,3.306540000000002,0,0.5,13,56.28080000000004,-0.98,0.1217220479217087,-0.5073738638293954,0.5073738638293954,0.1217220479217087,10.103194675540763,2.029220523972004,9.101914133879209,4.727986704688117,1.5316937157273254,0.6458920578625394,0,0,0,0
1,1,1,0,20.23,1,1,3.987200000000003,0,0.5714285714285714,15,65.50680000000006,-0.98,0.11881889831958155,-0.5076537926393321,0.5076537926393321,0.11881889831958155,12.091326676176887,2.740489655789202,10.679264403068837,6.231928247533009,1.6032731629403152,0.6802500634680616,0,0,0,0
1,1,1,0,20.23,1,1,2.0090399999999997,0,0.25,9,37.5808,-0.98,0.11799932341781073,-0.5076869366940918,0.5076869366940918,0.11799932341781073,6.144688279301746,1.2244346499594405,5.679264403068836,2.2899409494252287,0.805386579086908,0.5577043959706656,0,0,0,0
1,1,1,0,20.23,1,1,2.00904,0,0.25,9,37.5808,-0.98,0.12088384581233247,-0.5074073756140873,0.5074073756140873,0.12088384581233247,6.144688279301746,1.043572384208626,5.679264403068836,2.240415624597627,0.8056608235746813,0.5577043959706656,0,0,0,0
1,1,1,1,38.69,1,3,1.1209,0,0.14285714285714285,10,34.229800000000004,-1.3800000000000001,0.23080373746429392,-0.5078182199238754,0.5078182199238754,0.23080373746429392,5.408378335155882,0.6734708649365271,5.20286776518311,2.037564262059399,0.8852252140645834,0.5834330941778786,0,0,0,0
1,1,1,0,20.23,1,1,2.998120000000001,0,0.45454545454545453,12,51.54380000000004,-0.98,0.11881784098983801,-0.5076538014334406,0.5076538014334406,0.11881784098983801,9.110744101633394,1.7866755768963078,8.179264403068835,4.270603382127822,1.2506022623095754,0.624614131681067,0,0,0,0
1,1,1,0,20.23,1,1,5.284700000000006,0,0.6666666666666666,19,84.20680000000006,-0.98,0.12254155582672982,-0.5073406860581401,0.5073406860581401,0.12254155582672982,16.075493895671475,3.5216426364213667,14.10191413387921,8.669974002795897,2.2109104574410106,0.6737002749926415,0,0,0,0
1,1,1,0,44.019999999999996,1,2,1.2638799999999994,0,0.0,9,32.821799999999996,-1.49,0.11516512222669327,-0.5079654606272546,0.5079654606272546,0.11516512222669327,5.643155792276964,1.1987500554498864,4.70382826775842,1.658677423216964,0.5359657326743059,0.5583693139819856,0,0,0,0
1,1,1,0,20.23,1,1,1.7006199999999996,0,0.14285714285714285,8,32.843799999999995,-0.98,0.11509448895139268,-0.5079666481555334,0.5079666481555334,0.11509448895139268,5.162450142450142,0.9971092570832982,4.756614672258461,1.8355491589367872,0.5447634667576462,0.5359354364287862,0,0,0,0
1,1,2,0,20.23,1,1,3.718100000000003,2,0.2,16,66.67680000000003,-1.7599999999999996,0.11509593466592691,-0.5079666362160915,0.5079666362160915,0.11509593466592691,10.747712126535363,1.939030567615501,9.643366018206594,4.537899428126414,1.8995829859769875,0.8040228291516069,0,0,0,0
3,3,3,0,60.69,3,3,3.983600000000004,3,0.05263157894736842,22,85.26540000000004,-2.9399999999999995,0.11509597004512603,-0.5079666359955644,0.5079666359955644,0.11509597004512603,14.016566910982867,2.884068896067311,11.847194285965013,5.207609371133704,2.577666073247005,0.6397713453174865,0,0,0,0
1,1,1,0,37.3,1,2,1.5236999999999998,2,0.2222222222222222,11,42.491800000000026,-1.31,0.13369583509888955,-0.5079666420189642,0.5079666420189642,0.13369583509888955,7.793199174406604,2.4151759077622965,6.371969743908873,2.545238978630273,0.9012565390517604,0.6936217561919079,0,0,0,0
1,1,1,0,20.23,1,1,1.5312999999999999,0,0.0,8,28.064799999999995,-1.05,0.12297776341777879,-0.5079633944920985,0.5079633944920985,0.12297776341777879,5.09388489208633,0.9641693455260449,4.134579145267688,1.4764167799831538,0.4410908789258507,0.5392148187981868,0,0,0,0
1,1,1,1,20.23,1,1,3.439900000000002,1,0.5,13,53.93280000000004,-0.98,0.11509519413364007,-0.5079666423239083,0.5079666423239083,0.11509519413364007,8.610843343927927,2.029220523972004,7.869498847380826,3.926466089108616,2.1824093822807598,0.6945607475566908,0,0,0,0
1,1,1,4,20.23,1,1,3.8600000000000034,1,0.625,17,67.95680000000004,-0.98,0.11509555102846282,-0.5079666393701662,0.5079666393701662,0.11509555102846282,9.990364915562896,1.4420482936776098,10.231306166946625,6.7447595384675445,5.279183184862578,0.7735077634160905,0,0,0,0
1,1,1,0,37.3,1,2,1.9032199999999997,1,0.2222222222222222,11,42.84830000000002,-1.31,0.16301402422660846,-0.5071883200662974,0.5071883200662974,0.16301402422660846,7.793199174406604,1.5798873611207584,6.587512693532699,2.5767895999757195,0.9393851275275862,0.6206308040805496,0,0,0,0
1,1,1,0,20.23,1,1,2.8240200000000013,1,0.4,11,46.93280000000003,-0.98,0.11826521587600207,-0.5076764818518633,0.5076764818518633,0.11826521587600207,8.119800399201598,1.7320313091781339,7.256614672258462,3.2006245519481875,0.9855390286501101,0.652274035834769,0,0,0,0
1,1,1,0,20.23,1,1,2.7348000000000012,3,0.4,11,46.71880000000004,-0.98,0.11509484011768446,-0.5079666452523371,0.5079666452523371,0.11509484011768446,8.119800399201598,2.622157616428465,6.877935015818105,2.7700005708042976,1.0435154374839726,0.7020150150989827,0,0,0,0
1,1,1,0,20.23,1,1,2.1207000000000007,2,0.1111111111111111,10,42.007800000000024,-1.24,0.11857853200702331,-0.5076639849514977,0.5076639849514977,0.11857853200702331,6.874155251141552,1.3774958972494373,5.748178503821182,2.1215116114917802,0.8389417058836894,0.6140841093450966,0,0,0,0
1,1,1,0,20.23,1,1,2.00904,0,0.25,9,37.5808,-0.98,0.1182444355027599,-0.5076768525776328,0.5076768525776328,0.1182444355027599,6.144688279301746,1.2244346499594405,5.679264403068836,2.2899409494252287,0.719427122948263,0.5577043959706656,0,0,0,0
1,1,1,0,20.23,1,1,1.70062,0,0.14285714285714285,8,32.843799999999995,-0.98,0.11797961868439863,-0.5076872844527907,0.5076872844527907,0.11797961868439863,5.162450142450142,0.808016780809638,4.756614672258461,1.78648662573128,0.5634205269554476,0.5359354364287862,0,0,0,0
1,1,1,0,20.23,1,1,2.6897000000000015,0,0.4,11,46.80680000000004,-0.98,0.11509554258901344,-0.5079666394035982,0.5079666394035982,0.11509554258901344,8.119800399201598,1.970338740534148,7.256614672258463,3.7968740243419736,0.9614301334243132,0.602501219487069,0,0,0,0
2,2,3,0,60.69,3,3,3.770300000000002,4,0.1,23,89.52340000000002,-2.7799999999999994,0.11509597005581376,-0.507966635995544,0.507966635995544,0.11509597005581376,15.128637218357298,3.1972987628135403,12.554301067151561,5.473004752942168,2.8449191125711097,0.6430237203061254,0,0,0,0
1,1,1,0,20.23,1,1,3.1249000000000025,4,0.45454545454545453,12,51.33580000000004,-0.98,0.11509484011770368,-0.5079666452523371,0.5079666452523371,0.11509484011770368,9.110744101633394,2.9516118607817234,7.585041797004653,3.123553961397571,1.2417387421873354,0.6777308199642534,0,0,0,0
1,1,1,0,20.23,1,1,2.0456000000000008,0,0.0,8,33.1168,-0.69,0.11517975998882711,-0.5079651858460357,0.5079651858460357,0.11517975998882711,5.446798905608755,1.1380194886479666,4.890508091286143,1.9128525604551387,0.5670790365955932,0.5671077548351335,0,0,0,0
1,1,1,0,37.3,1,2,3.799700000000003,1,0.5333333333333333,17,70.89430000000004,-1.3099999999999998,0.14957358407606425,-0.507340262076172,0.507340262076172,0.14957358407606425,13.753734862970044,2.8739813362902265,11.5875126935327,6.582483331732175,1.8682682366620293,0.7503506020475977,0,0,0,0
1,1,1,0,20.23,1,1,1.9968,0,0.0,8,40.82380000000001,-0.25,0.11514917029280314,-0.507965714881309,0.507965714881309,0.11514917029280314,5.879032258064516,1.3647271531886918,6.292077436444011,2.7220489991699615,0.8006739274552379,0.6625945999293908,0,0,0,0
1,1,1,0,37.3,1,2,1.5948,1,0.125,10,38.111300000000014,-1.31,0.16301367625193,-0.5071987718710325,0.5071987718710325,0.16301367625193,6.805074798619103,1.1556963836084515,5.664862962722325,2.073335276281771,0.7713504009266535,0.5951083320007401,0,0,0,0
1,1,1,0,37.3,1,2,2.3750000000000004,3,0.3,12,47.34530000000003,-1.31,0.16236642486555372,-0.5079662163129512,0.5079662163129512,0.16236642486555372,8.783545369504209,2.087500407228809,7.079076525095421,2.7200503595519834,1.0187222852794202,0.6961837124639132,0,0,0,0
1,1,1,0,20.23,1,1,1.3921999999999997,0,0.0,7,28.106799999999993,-0.98,0.11507481947527982,-0.5079669948663066,0.5079669948663066,0.11507481947527982,4.18611295681063,0.9290591797144502,3.833964941448087,1.3355491589367874,0.4279941042701235,0.514729544768675,0,0,0,0
1,1,1,0,20.23,1,1,2.6897000000000015,0,0.4,11,46.80680000000004,-0.98,0.11879811066219519,-0.5076541497271557,0.5076541497271557,0.11879811066219519,8.119800399201598,1.7320313091781339,7.256614672258463,3.767149058433874,1.1078527871149064,0.602501219487069,0,0,0,0
1,1,1,0,44.019999999999996,1,2,1.2638799999999997,0,0.0,9,32.821799999999996,-1.49,0.11639594055664121,-0.5079191462564742,0.5079191462564742,0.11639594055664121,5.643155792276964,1.1987500554498864,4.70382826775842,1.6621317469109123,0.5754588599180989,0.5583693139819856,0,0,0,0
1,1,1,0,20.23,1,1,2.824020000000001,1,0.4,11,46.93280000000003,-0.98,0.11536006821961103,-0.5079562182983991,0.5079562182983991,0.11536006821961103,8.119800399201598,1.7320313091781339,7.256614672258462,3.195591498577518,1.3076676973347454,0.652274035834769,0,0,0,0
1,1,1,0,20.23,1,1,2.1547000000000005,0,0.0,8,35.80680000000001,-0.5,0.11515415357900853,-0.507965628687595,0.507965628687595,0.11515415357900853,5.633333333333334,1.234072022160665,5.720575684382393,2.3920923087748434,0.7054236354449682,0.6366834808262342,0,0,0,0
1,1,1,0,63.370000000000005,1,3,1.6088200000000001,1,0.14285714285714285,11,39.49820000000002,-1.5799999999999998,0.2720651284824896,-0.5079477187417502,0.5079477187417502,0.2720651284824896,7.52615711252654,1.4595312570970036,5.9429745794965205,2.2278993550678123,0.844489060619666,0.49199992499635514,0,0,0,0
1,1,1,0,20.23,1,1,3.515000000000003,5,0.5,13,55.952800000000046,-0.98,0.11509484011770371,-0.5079666452523371,0.5079666452523371,0.11509484011770371,10.103194675540763,3.9742465350238736,8.2921485781912,3.4771073519908446,1.4185154374839724,0.6839059345808438,0,0,0,0
1,1,1,0,63.370000000000005,1,3,1.3003999999999998,1,0.0,10,34.7612,-1.5799999999999998,0.2691949560161654,-0.5079581647909615,0.5079581647909615,0.2691949560161654,6.538764845605701,1.2226169416633605,5.020324848686146,1.773507564579371,0.5743485232310095,0.47072821158342537,0,0,0,0
1,1,1,0,20.23,1,1,2.344700000000001,2,0.3333333333333333,10,42.10180000000002,-0.98,0.11509484010720065,-0.5079666452523571,0.5079666452523571,0.11509484010720065,7.130864745011085,1.7608451250134962,6.170828234631557,2.4164471802110246,0.9512897315502171,0.6612373528142192,0,0,0,0
1,1,1,0,20.23,1,1,4.6592,0,0.0,12,53.15680000000001,0.4699999999999999,0.15545782302765995,-0.5047430525360218,0.5047430525360218,0.15545782302765995,10.550192461908578,1.5681178591367897,9.116680690638367,3.808340345319184,1.7217153673962167,0.5346401235008617,0,0,0,0
1,1,1,0,20.23,1,1,3.905100000000003,6,0.5384615384615384,14,60.56980000000005,-0.98,0.11509484011770371,-0.5079666452523371,0.5079666452523371,0.11509484011770371,11.096804915514593,4.311138885382036,8.999255359377749,3.830660742584118,1.5952921327806089,0.6775183703582982,0,0,0,0
1,1,1,0,37.3,1,2,1.5948,1,0.125,10,38.111300000000014,-1.31,0.1593030493922844,-0.5079662163248738,0.5079662163248738,0.1593030493922844,6.805074798619103,1.34501586290279,5.664862962722325,2.103060242189872,0.6961381818349568,0.5951083320007401,0,0,0,0
1,1,1,0,37.3,1,2,1.2046999999999997,1,0.0,9,33.494299999999996,-1.3099999999999998,0.14968519307449982,-0.5079422388066334,0.5079422388066334,0.14968519307449982,5.8200390117035115,1.287705031935812,4.7422132319119505,1.7128376769722014,0.5981024273081055,0.5681374031144323,0,0,0,0
1,1,1,0,37.3,1,2,1.2046999999999997,1,0.0,9,33.494299999999996,-1.31,0.14955257942872063,-0.5079662192772983,0.5079662192772983,0.14955257942872063,5.820039011703511,1.2877050319358112,4.7422132319119505,1.7093833532782527,0.5528892650877558,0.5681374031144323,0,0,0,0
1,1,1,0,20.23,1,1,2.0090399999999997,0,0.25,9,37.5808,-0.98,0.11535936649447885,-0.5079562241267914,0.5079562241267914,0.11535936649447885,6.144688279301746,1.2244346499594405,5.679264403068836,2.2685618608290063,0.7255987342262917,0.5577043959706656,0,0,0,0
3,3,3,0,60.69,3,3,5.834120000000006,3,0.28,28,113.68740000000004,-2.939999999999999,0.12117049251349103,-0.5076395099409173,0.5076395099409173,0.12117049251349103,19.811471231704857,3.1109975095389686,17.38309267082726,7.754426163394928,4.033363797838136,0.5037411445181983,0,0,0,0
1,1,1,0,37.3,1,2,1.2046999999999997,1,0.0,9,33.494299999999996,-1.31,0.1532681322488156,-0.5072100278982061,0.5072100278982061,0.1532681322488156,5.820039011703511,1.0768191760192187,4.7422132319119505,1.6766668552982986,0.5871869415178453,0.5681374031144323,0,0,0,0
1,1,1,0,20.23,1,1,1.9545999999999997,1,0.25,9,37.48480000000001,-0.98,0.11509483734922345,-0.5079666452633226,0.5079666452633226,0.11509483734922345,6.144688279301746,1.4567376919048354,5.463721453445009,2.0200005708042985,0.7316501906842534,0.6032549150365024,0,0,0,0
1,1,1,0,20.23,1,1,1.7006199999999996,0,0.14285714285714285,8,32.843799999999995,-0.98,0.11533965245343211,-0.5079565717457838,0.5079565717457838,0.11533965245343211,5.162450142450142,0.9971092570832982,4.756614672258461,1.8390034826307355,0.6279702493922379,0.5359354364287862,0,0,0,0
1,1,1,0,20.23,1,1,2.0090399999999997,0,0.25,9,37.5808,-0.98,0.11560448564858776,-0.5079461480132894,0.5079461480132894,0.11560448564858776,6.144688279301746,1.4567376919048354,5.679264403068836,2.3459121300186325,0.95064351205172,0.5577043959706656,0,0,0,0
1,1,1,0,83.55,3,3,0.6726,1,0.0,11,39.4785,-1.71,0.33897181287083294,-0.5069720908890246,0.5069720908890246,0.33897181287083294,7.397642626480085,1.402945662258468,5.612076558222283,2.0817390106800127,0.7295191212567516,0.5176060263674482,0,0,0,0
2,2,1,0,77.76,3,3,0.7959999999999998,1,0.0,11,36.730900000000005,-1.7099999999999997,0.33911025159610136,-0.5079347947605579,0.5079347947605579,0.33911025159610136,7.397642626480087,1.4029456622584688,5.481939884532615,2.0066045670938406,0.6953281443009696,0.5224912248827285,0,0,1,0
1,1,1,0,57.53,2,2,1.4899999999999995,2,0.0,12,44.77660000000001,-1.7699999999999996,0.3278212027391188,-0.5079442741939237,0.5079442741939237,0.3278212027391188,8.327751710654937,2.4578577341745467,6.266777096601535,2.2665575480966433,0.7959796397201448,0.65083387330713,0,0,0,0
2,2,1,0,77.76,3,3,0.7959999999999998,1,0.0,11,36.730900000000005,-1.7099999999999997,0.3427981257437381,-0.506904214089679,0.506904214089679,0.3427981257437381,7.397642626480087,1.235986288273358,5.481939884532615,1.9764168095636452,0.7474057536443506,0.5585391396988667,0,1,0,0
1,1,1,0,57.53,2,2,1.0903999999999998,1,0.0,10,35.06609999999999,-1.5099999999999998,0.33531771366934326,-0.5079396377898676,0.5079396377898676,0.33531771366934326,6.607785630153122,1.2539046385226678,5.112076558222283,1.8554809124444058,0.638942333339527,0.6102585058580265,0,0,0,0
1,1,1,0,94.83,3,3,0.7886,2,0.0,13,42.0254,-2.04,0.33896991935609616,-0.5070254333470914,0.5070254333470914,0.33896991935609616,9.05124087591241,1.7555322330823055,6.390188174996478,2.3422333763499754,0.8455241865068527,0.6279519395194647,0,0,0,0
1,1,1,0,57.53,2,2,1.0903999999999996,1,0.0,10,35.06609999999999,-1.51,0.33518285963636446,-0.507966178790397,0.507966178790397,0.33518285963636446,6.607785630153122,1.2539046385226678,5.112076558222283,1.8520265887504577,0.604007114418283,0.6102585058580264,0,0,0,0
1,1,1,0,57.53,2,2,1.3988199999999997,1,0.125,11,39.80310000000001,-1.51,0.3389799651708144,-0.5067724906941976,0.5067724906941976,0.3389799651708144,7.595374077976819,1.3150908998636002,6.034726289032657,2.2762306217087036,0.8315405409169667,0.639001665426546,0,0,0,0
1,1,1,0,57.53,2,2,1.0903999999999998,1,0.0,10,35.06609999999999,-1.51,0.33896908736073095,-0.507052890945198,0.507052890945198,0.33896908736073095,6.607785630153122,1.0748936229840518,5.112076558222283,1.822301622842357,0.6544892453505138,0.6102585058580265,0,0,0,0
1,1,1,0,57.53,2,2,1.4899999999999995,2,0.0,12,44.77660000000001,-1.7699999999999998,0.32782118481951544,-0.5079662507795569,0.5079662507795569,0.32782118481951544,8.327751710654937,2.4578577341745467,6.266777096601535,2.2631032244026947,0.7529464914289511,0.65083387330713,0,0,0,0
2,2,1,0,40.46,2,2,1.0977999999999994,0,0.0,8,29.771599999999992,-1.18,0.1187636737862982,-0.5078233297968214,0.5078233297968214,0.1187636737862982,4.966627565982405,0.9041418956093399,4.20382826775842,1.5198521031882708,0.4930306101328479,0.5245841402909771,0,1,0,0
3,3,2,0,60.69,3,3,2.973800000000002,2,0.0,17,66.80640000000001,-2.42,0.11936221985016035,-0.5079662507800027,0.5079662507800027,0.11936221985016035,11.077000037901195,3.0140685932121816,9.037793209206509,3.7076093711337035,1.4921450140336467,0.6923408487340212,0,1,0,0
25,25,10,1,777.9800000000005,25,46,4.838100000000011,21,0.07894736842105263,122,382.80200000000013,-18.14,0.34344090559435464,-0.5041437382404556,0.5041437382404556,0.34344090559435464,84.76157135170422,17.568295112819726,59.894417498167236,25.13016313179185,10.846907135941963,0.01979820055574048,15,5,0,0
1,1,1,1,29.46,1,2,8.840260000000002,12,0.7931034482758621,31,134.3908,-1.18,0.12652475342115496,-0.507381417920001,0.507381417920001,0.12652475342115496,26.075360614752046,7.430443389643493,21.865687286584723,11.44147859312076,5.27324035821447,0.35864394447897785,0,0,0,0
1,1,1,0,40.46,2,2,0.9269999999999994,2,0.25,10,38.89660000000001,-1.02,0.11509486333821514,-0.5079666451601433,0.5079666451601433,0.11509486333821514,7.091358574610246,1.739178486124621,5.618041830131515,2.1400539779610033,0.7917140418289847,0.6377737015055096,0,0,0,0
